NCES District ID,LEA Name,Fips State Code,State Abbreviation,Average Number of Students in a Grade-Subject-Year,Average Number of Students in a Gender-Grade-Subject-Year,EB Male-Female Math Achievement Gap (SD Units),EB Male-Female ELA Achievement Gap (SD Units),EB Standard Error of Male-Female Math Achievement Gap (SD Units),EB Standard Error of Male-Female ELA Achievement Gap (SD Units),EB Male-Female Math Achievement Gap (Grade Equivalent Units),EB Male-Female ELA Achievement Gap (Grade Equivalent Units),EB Standard Error of Male-Female Math Achievement Gap (Grade Equivalent Units),EB Standard Error of Male-Female ELA Achievement Gap (Grade Equivalent Units),SES Composite - All Adults,SES Composite - Female Adults,SES Composite - Male Adults,Male-Female SES Composite Difference,Income at 50th percentile - All Adults,Income at 50th percentile - Female Adults,Income at 50th percentile - Male Adults,Male-Female Income V-Gap,Percent of Black Students in District,Percent of Hispanic Students in District,Percent of Other Race Students in District,Percent of White Students in District,Reliable District Gap Estimate; District has >200 Male/Female Students per Grade
3405490,Franklin Township,34,NJ,592,296,0.029,-0.221,0.017,0.020,0.083,-0.675,0.049,0.063,1.890,1.153,2.702,1.548,96229.305,43797.836,55913.133,0.381,0.406,0.245,0.181,0.168,1
3405520,Franklin Township,34,NJ,47,24,0.069,-0.225,0.036,0.042,0.202,-0.694,0.103,0.130,1.229,0.109,2.154,2.044,89443.867,30999.801,53896.277,0.554,0.016,0.056,0.043,0.885,0
3405550,Fredon Township,34,NJ,50,25,0.052,-0.257,0.032,0.037,0.152,-0.792,0.092,0.116,1.182,0.413,1.969,1.555,89999.398,29620.287,63720.059,0.563,0.007,0.035,0.026,0.933,0
3405580,Freehold Borough,34,NJ,141,70,0.004,-0.221,0.023,0.027,0.013,-0.677,0.067,0.085,-0.309,-0.826,0.173,0.999,45624.875,21036.623,24773.863,0.190,0.141,0.617,0.018,0.225,0
3405640,Freehold Township,34,NJ,501,250,0.105,-0.195,0.017,0.020,0.306,-0.596,0.048,0.062,1.078,0.395,1.833,1.438,117186.813,34391.480,60012.727,0.542,0.041,0.075,0.091,0.793,1
3405670,Frelinghuysen Township,34,NJ,43,21,0.066,-0.229,0.039,0.046,0.188,-0.706,0.114,0.143,1.255,0.787,1.770,0.983,113928.016,42940.586,69523.359,0.622,0.016,0.017,0.008,0.959,0
3405730,Galloway Township,34,NJ,418,209,0.064,-0.193,0.017,0.020,0.188,-0.588,0.049,0.063,-0.050,-0.431,0.382,0.812,77101.688,17635.576,24472.686,0.293,0.187,0.179,0.137,0.497,1
3405760,Garfield,34,NJ,399,199,0.084,-0.137,0.017,0.020,0.244,-0.415,0.049,0.063,-0.266,-0.698,0.231,0.928,48263.234,26740.277,39949.008,0.436,0.096,0.466,0.028,0.409,0
3405790,Garwood,34,NJ,46,23,0.045,-0.238,0.036,0.042,0.122,-0.736,0.104,0.131,0.521,0.057,0.960,0.903,93124.273,36012.457,56913.754,0.571,0.024,0.125,0.007,0.845,0
3405880,Glassboro,34,NJ,159,80,0.051,-0.178,0.022,0.026,0.148,-0.545,0.063,0.080,-0.089,-0.550,0.449,0.999,68999.398,21340.043,33817.801,0.287,0.356,0.117,0.030,0.497,0
3405940,Glen Ridge,34,NJ,144,72,0.033,-0.275,0.021,0.025,0.094,-0.846,0.060,0.077,2.717,1.872,3.686,1.813,187999.234,50696.379,101706.828,0.816,0.053,0.042,0.052,0.852,0
3405970,Glen Rock,34,NJ,193,96,0.072,-0.244,0.020,0.024,0.206,-0.756,0.058,0.075,2.300,1.229,3.339,2.110,179097.781,39867.449,86454.523,0.628,0.011,0.025,0.119,0.846,0
3406000,Gloucester City,34,NJ,129,64,0.022,-0.219,0.022,0.026,0.075,-0.673,0.063,0.081,-0.789,-1.419,-0.175,1.244,53529.063,28417.457,42623.348,0.445,0.060,0.098,0.031,0.811,0
3406030,Gloucester Township,34,NJ,828,414,0.020,-0.229,0.016,0.019,0.062,-0.704,0.046,0.058,0.517,0.104,0.985,0.881,78544.633,31734.998,44546.707,0.388,0.226,0.073,0.046,0.654,1
3406090,Green Township,34,NJ,60,30,0.038,-0.276,0.027,0.032,0.103,-0.852,0.077,0.099,1.554,0.139,3.127,2.988,117186.813,31428.285,74292.547,0.980,0.005,0.033,0.023,0.939,0
3406120,Green Brook Township,34,NJ,110,55,0.133,-0.184,0.023,0.027,0.395,-0.570,0.065,0.083,2.646,1.727,3.421,1.694,120088.477,50403.145,70111.852,0.354,0.044,0.080,0.269,0.608,0
3406180,Greenwich Township,34,NJ,58,29,-0.012,-0.298,0.027,0.032,-0.032,-0.922,0.077,0.099,-0.044,-0.899,0.716,1.615,68332.773,32499.502,42876.785,0.505,0.059,0.035,0.013,0.894,0
3406210,Greenwich Township,34,NJ,105,52,0.043,-0.276,0.022,0.026,0.124,-0.847,0.064,0.082,1.435,-0.274,3.281,3.555,109210.156,38290.480,86418.227,0.821,0.071,0.055,0.059,0.814,0
3406240,Guttenberg,34,NJ,106,53,0.032,-0.195,0.023,0.026,0.097,-0.598,0.065,0.083,0.184,-0.683,1.165,1.847,54999.496,21867.674,41183.973,0.419,0.019,0.867,0.056,0.058,0
3406270,Hackensack,34,NJ,338,169,0.036,-0.179,0.018,0.021,0.108,-0.544,0.053,0.067,0.552,0.111,0.987,0.876,53161.445,35533.984,39183.730,0.141,0.319,0.541,0.061,0.078,0
3406300,Hackettstown,34,NJ,99,49,0.115,-0.157,0.022,0.026,0.336,-0.478,0.064,0.082,0.842,0.379,1.262,0.883,76736.039,31364.461,34736.313,0.262,0.028,0.210,0.061,0.701,0
3406330,Haddon Heights,34,NJ,69,35,0.065,-0.215,0.025,0.029,0.189,-0.661,0.072,0.092,1.888,1.073,2.624,1.550,103124.875,37583.516,59396.113,0.517,0.071,0.023,0.024,0.882,0
3406360,Haddon Township,34,NJ,162,81,0.079,-0.182,0.020,0.024,0.224,-0.560,0.058,0.074,1.015,0.475,1.554,1.079,95207.523,35532.504,50749.188,0.365,0.016,0.066,0.036,0.882,0
3406390,Haddonfield Borough,34,NJ,187,94,0.075,-0.234,0.021,0.024,0.221,-0.723,0.059,0.075,1.842,0.571,3.103,2.532,133445.609,31258.871,73074.305,0.681,0.015,0.020,0.042,0.923,0
3406420,Hainesport Township,34,NJ,77,39,0.003,-0.291,0.024,0.028,0.007,-0.897,0.069,0.089,1.338,0.380,2.335,1.956,88666.117,30727.467,46686.168,0.528,0.097,0.040,0.050,0.813,0
3406450,Haledon,34,NJ,115,57,0.038,-0.189,0.022,0.026,0.112,-0.583,0.063,0.081,0.085,-0.494,0.776,1.270,59284.785,28414.266,31306.756,0.045,0.131,0.578,0.073,0.218,0
3406510,Hamilton Township,34,NJ,336,168,0.021,-0.223,0.018,0.021,0.058,-0.685,0.052,0.066,-0.122,-0.159,-0.066,0.094,53773.207,27510.965,35152.809,0.260,0.263,0.169,0.055,0.513,0
3406540,Hamilton Township,34,NJ,959,480,0.033,-0.219,0.016,0.018,0.099,-0.668,0.045,0.058,0.736,0.177,1.324,1.147,82310.180,33479.805,46148.297,0.415,0.183,0.199,0.045,0.574,1
3406570,Hammonton Town,34,NJ,228,114,0.093,-0.158,0.019,0.023,0.268,-0.483,0.056,0.072,-0.250,-0.502,0.011,0.513,82249.711,28436.811,35877.688,0.183,0.043,0.246,0.012,0.699,0
3406630,Hampton Township,34,NJ,106,53,0.059,-0.228,0.024,0.028,0.175,-0.698,0.068,0.088,0.814,0.300,1.423,1.123,85184.781,29241.576,44006.734,0.648,0.008,0.021,0.006,0.965,0
3406690,Hanover Township,34,NJ,176,88,0.095,-0.208,0.020,0.024,0.277,-0.632,0.058,0.074,2.108,1.111,3.145,2.034,136718.281,40753.273,63778.387,0.463,0.013,0.046,0.135,0.806,0
3406720,Harding Township,34,NJ,45,22,0.102,-0.212,0.035,0.041,0.300,-0.655,0.101,0.129,2.449,0.944,4.012,3.068,152857.078,46351.082,101627.484,0.752,0.024,0.033,0.040,0.902,0
3406780,Hardyston Township,34,NJ,80,40,0.045,-0.231,0.024,0.028,0.138,-0.710,0.069,0.088,0.817,-0.069,1.786,1.855,87416.172,32061.199,60949.402,0.755,0.031,0.080,0.047,0.843,0
3406810,Harmony Township,34,NJ,42,21,0.072,-0.218,0.040,0.047,0.211,-0.675,0.116,0.146,0.430,-0.627,1.470,2.096,82142.570,32499.500,53465.215,0.546,0.005,0.015,0.008,0.973,0
3406840,Harrington Park,34,NJ,81,40,0.093,-0.236,0.024,0.028,0.271,-0.729,0.069,0.089,1.207,-0.358,2.629,2.987,141499.344,31637.605,78515.484,0.832,0.005,0.033,0.149,0.814,0
3406870,Harrison,34,NJ,157,78,0.101,-0.136,0.021,0.024,0.301,-0.416,0.059,0.076,-0.223,-1.184,0.605,1.788,46817.820,21324.535,36482.160,0.675,0.082,0.588,0.078,0.252,0
3406900,Harrison Township,34,NJ,294,147,0.068,-0.213,0.018,0.022,0.198,-0.651,0.053,0.068,1.263,0.341,2.280,1.939,131854.563,29405.596,66686.102,0.630,0.058,0.024,0.055,0.864,0
3406930,Hasbrouck Heights,34,NJ,140,70,0.028,-0.240,0.021,0.024,0.089,-0.740,0.060,0.076,1.008,0.228,1.881,1.653,96427.719,39617.301,56127.871,0.431,0.036,0.188,0.145,0.631,0
3406960,Haworth,34,NJ,56,28,0.116,-0.205,0.027,0.032,0.345,-0.636,0.079,0.101,2.012,0.628,3.502,2.874,162666.406,38213.645,96716.297,0.827,0.006,0.024,0.171,0.799,0
3406990,Hawthorne,34,NJ,192,96,0.046,-0.223,0.019,0.022,0.138,-0.677,0.055,0.070,0.889,0.088,1.815,1.727,86989.313,32418.545,51634.289,0.505,0.034,0.234,0.026,0.706,0
3407110,High Bridge Borough,34,NJ,51,25,0.114,-0.185,0.034,0.040,0.333,-0.571,0.097,0.126,2.026,1.454,2.562,1.108,95832.500,38042.871,54061.688,0.384,0.032,0.070,0.043,0.856,0
3407170,Highland Park,34,NJ,111,55,0.019,-0.295,0.024,0.029,0.066,-0.913,0.070,0.090,1.985,1.588,2.396,0.808,97499.094,40212.012,53368.891,0.311,0.124,0.194,0.238,0.445,0
3407200,Highlands Borough,34,NJ,65,33,0.036,-0.239,0.035,0.041,0.109,-0.734,0.100,0.129,0.779,-0.259,1.726,1.985,,39136.602,53707.590,0.541,0.063,0.093,0.010,0.834,0
3407230,Hillsborough Township,34,NJ,567,284,0.101,-0.203,0.017,0.020,0.301,-0.624,0.048,0.061,1.999,1.042,3.141,2.099,122107.320,42357.582,70109.625,0.670,0.050,0.067,0.182,0.701,1
3407260,Hillsdale,34,NJ,159,79,0.075,-0.229,0.021,0.024,0.219,-0.702,0.059,0.075,1.786,0.936,2.712,1.776,146322.672,38688.582,75905.055,0.646,0.009,0.076,0.058,0.857,0
3407290,Hillside Township,34,NJ,232,116,-0.055,-0.262,0.019,0.022,-0.161,-0.800,0.055,0.070,-0.278,-0.153,-0.379,-0.225,64326.637,34716.039,36419.023,0.037,0.686,0.206,0.015,0.093,0
3407320,Ho-Ho-Kus,34,NJ,72,36,0.091,-0.219,0.025,0.029,0.272,-0.674,0.072,0.092,2.106,0.569,3.289,2.719,182777.125,40540.434,74073.164,0.471,0.001,0.053,0.074,0.872,0
3407350,Hoboken,34,NJ,170,85,0.037,-0.222,0.021,0.025,0.120,-0.684,0.061,0.078,2.762,1.992,3.547,1.555,34430.934,59616.121,82762.469,0.433,0.136,0.507,0.039,0.319,0
3407380,Holland Township,34,NJ,74,37,0.099,-0.179,0.024,0.029,0.294,-0.545,0.070,0.090,1.163,0.625,1.680,1.054,98460.602,33184.297,68293.320,0.614,0.005,0.044,0.021,0.930,0
3407410,Holmdel Township,34,NJ,254,127,0.129,-0.184,0.019,0.022,0.383,-0.564,0.055,0.070,1.932,0.380,3.578,3.198,170384.203,34950.930,104226.578,0.845,0.009,0.038,0.199,0.754,0
3407440,Hopatcong Borough,34,NJ,156,78,0.054,-0.207,0.020,0.023,0.158,-0.629,0.057,0.074,0.836,0.327,1.335,1.008,100919.508,32551.572,52824.223,0.487,0.044,0.150,0.028,0.778,0
3407500,Hopewell Township,34,NJ,64,32,-0.019,-0.270,0.026,0.030,-0.056,-0.834,0.074,0.095,0.037,-0.458,0.528,0.987,76093.703,21233.273,40656.117,0.341,0.063,0.121,0.048,0.768,0
3407530,Hopewell Valley Regional,34,NJ,303,152,0.088,-0.228,0.019,0.022,0.250,-0.706,0.053,0.068,2.009,1.091,2.913,1.821,157981.484,41110.184,80999.070,0.650,0.023,0.033,0.107,0.837,0
3407560,Howell Township,34,NJ,754,377,0.043,-0.240,0.016,0.019,0.124,-0.741,0.046,0.059,0.831,-0.209,1.906,2.115,105274.359,29300.611,58961.605,0.692,0.041,0.074,0.043,0.841,1
3407680,Irvington Township,34,NJ,538,269,-0.078,-0.269,0.018,0.021,-0.223,-0.821,0.053,0.067,-0.816,-0.991,-0.607,0.384,40676.945,27966.695,31851.719,0.190,0.893,0.101,0.005,0.000,1
3407740,Jackson Township,34,NJ,736,368,0.055,-0.202,0.016,0.019,0.156,-0.619,0.046,0.059,0.577,-0.043,1.190,1.233,96627.766,30249.949,53652.887,0.554,0.063,0.070,0.032,0.835,1
3407770,Jamesburg,34,NJ,65,32,0.028,-0.213,0.026,0.030,0.082,-0.655,0.074,0.095,0.248,-0.037,0.491,0.528,82499.695,38202.488,42303.754,0.323,0.101,0.353,0.039,0.508,0
3407800,Jefferson Township,34,NJ,270,135,0.028,-0.260,0.019,0.022,0.087,-0.801,0.053,0.068,1.247,0.498,1.959,1.460,92683.500,38734.547,63282.648,0.613,0.015,0.072,0.068,0.845,0
3407830,Jersey City,34,NJ,2270,1135,0.043,-0.185,0.015,0.018,0.132,-0.558,0.044,0.056,0.461,-0.170,1.105,1.275,41772.773,32296.430,38668.957,0.227,0.354,0.378,0.158,0.110,1
3407860,Keansburg Borough,34,NJ,112,56,-0.013,-0.246,0.023,0.027,-0.031,-0.755,0.067,0.085,-0.647,-1.183,-0.089,1.095,43193.805,22735.754,34249.148,0.526,0.152,0.192,0.022,0.634,0
3407890,Kearny,34,NJ,426,213,0.058,-0.191,0.017,0.020,0.164,-0.580,0.048,0.062,-0.307,-0.752,0.048,0.801,60368.828,27848.613,38495.004,0.386,0.023,0.540,0.028,0.409,1
3407920,Kenilworth,34,NJ,100,50,0.018,-0.242,0.022,0.026,0.045,-0.739,0.064,0.083,0.490,-0.048,1.025,1.073,79166.508,31433.822,54377.176,0.609,0.066,0.223,0.039,0.672,0
3407950,Keyport,34,NJ,68,34,-0.028,-0.291,0.025,0.030,-0.090,-0.895,0.073,0.094,0.038,-0.694,0.694,1.388,65999.594,29545.660,40116.254,0.310,0.130,0.254,0.019,0.597,0
3408010,Kingwood Township,34,NJ,55,28,0.005,-0.302,0.031,0.036,0.024,-0.935,0.088,0.113,0.725,-0.132,1.594,1.726,101999.922,34064.844,56676.660,0.774,0.012,0.012,0.003,0.973,0
3408040,Kinnelon Borough,34,NJ,174,87,0.095,-0.233,0.020,0.024,0.279,-0.718,0.058,0.075,2.059,1.013,3.167,2.155,139112.328,49865.102,85231.445,0.626,0.010,0.036,0.046,0.909,0
3408070,Knowlton Township,34,NJ,44,22,0.084,-0.208,0.038,0.044,0.243,-0.644,0.110,0.139,1.242,0.375,2.054,1.678,79374.820,38112.586,61620.957,0.602,0.002,0.062,0.022,0.914,0
3408100,Lacey Township,34,NJ,350,175,0.113,-0.155,0.017,0.020,0.328,-0.471,0.050,0.064,0.179,-0.158,0.517,0.674,89355.859,29041.746,49321.426,0.474,0.005,0.054,0.013,0.927,0
3408130,Lafayette Township,34,NJ,42,21,0.099,-0.185,0.039,0.046,0.290,-0.571,0.113,0.144,0.472,-0.363,1.169,1.532,102812.383,27410.232,54661.230,0.468,0.016,0.046,0.006,0.932,0
3408160,Lakehurst,34,NJ,45,22,0.036,-0.200,0.034,0.040,0.100,-0.615,0.098,0.124,0.468,0.230,0.653,0.423,63374.773,28699.260,35847.289,0.255,0.202,0.171,0.022,0.605,0
3408220,Lakewood Township,34,NJ,386,193,0.032,-0.152,0.019,0.023,0.099,-0.463,0.056,0.072,-1.024,-1.699,-0.339,1.360,41066.859,17645.115,27847.881,0.450,0.203,0.730,0.008,0.058,0
3408250,Lambertville,34,NJ,46,23,0.065,-0.214,0.041,0.047,0.183,-0.661,0.120,0.148,1.617,1.073,2.051,0.977,,43639.621,52820.539,0.134,0.025,0.208,0.018,0.749,0
3408340,Lawnside Borough,34,NJ,46,23,-0.049,-0.265,0.041,0.047,-0.147,-0.821,0.118,0.148,-0.265,-0.604,0.016,0.621,63666.422,25131.553,38986.543,0.503,0.906,0.052,0.020,0.022,0
3408370,Lawrence Township,34,NJ,52,26,0.016,-0.229,0.028,0.033,0.054,-0.700,0.081,0.103,-0.456,-0.478,-0.347,0.131,74099.063,22801.604,43635.637,0.597,0.117,0.114,0.017,0.751,0
3408400,Lawrence Township,34,NJ,298,149,0.068,-0.220,0.019,0.022,0.198,-0.678,0.054,0.069,1.768,0.972,2.638,1.666,95407.352,32131.666,52486.457,0.440,0.161,0.149,0.178,0.513,0
3408460,Lebanon Township,34,NJ,87,44,0.118,-0.193,0.023,0.028,0.342,-0.589,0.067,0.086,0.996,0.319,1.648,1.329,94230.000,33091.488,51899.625,0.285,0.012,0.020,0.032,0.936,0
3408520,Leonia,34,NJ,133,66,0.034,-0.258,0.022,0.026,0.092,-0.793,0.063,0.082,1.221,0.683,1.835,1.152,59999.000,38234.648,43734.719,0.167,0.043,0.202,0.414,0.341,0
3408580,Lincoln Park Borough,34,NJ,97,49,0.069,-0.222,0.023,0.027,0.204,-0.682,0.066,0.084,1.546,0.794,2.268,1.474,95311.688,42698.930,58828.445,0.423,0.022,0.132,0.063,0.783,0
3408610,Linden,34,NJ,445,222,0.019,-0.201,0.017,0.020,0.058,-0.622,0.050,0.064,-0.056,-0.360,0.290,0.650,57082.625,31081.008,37038.387,0.313,0.359,0.346,0.027,0.268,1
3408640,Lindenwold Borough,34,NJ,171,85,0.009,-0.197,0.021,0.024,0.026,-0.602,0.059,0.076,-0.486,-0.649,-0.324,0.325,52916.375,27255.904,28507.051,0.159,0.461,0.333,0.027,0.179,0
3408670,Linwood City,34,NJ,105,53,0.068,-0.249,0.022,0.026,0.194,-0.762,0.064,0.083,1.110,0.453,1.782,1.329,111457.875,33892.664,53282.172,0.521,0.014,0.042,0.060,0.884,0
3408700,Little Egg Harbor Townshi,34,NJ,235,118,0.079,-0.165,0.019,0.022,0.234,-0.502,0.054,0.069,-0.316,-0.590,-0.044,0.546,55499.449,29976.277,42791.840,0.359,0.022,0.087,0.017,0.874,0
3408730,Little Falls Township,34,NJ,97,49,0.053,-0.235,0.022,0.026,0.158,-0.722,0.064,0.082,0.899,0.076,1.921,1.846,95257.813,28281.195,53089.660,0.656,0.016,0.141,0.061,0.782,0
3408760,Little Ferry,34,NJ,103,52,0.049,-0.241,0.023,0.027,0.142,-0.735,0.065,0.084,0.490,0.115,0.917,0.802,69642.219,36562.188,45537.527,0.238,0.047,0.383,0.209,0.361,0
3408790,Little Silver Borough,34,NJ,92,46,0.066,-0.264,0.023,0.027,0.192,-0.813,0.067,0.086,2.276,0.699,3.671,2.971,187271.984,28041.561,85382.102,0.797,0.004,0.019,0.026,0.951,0
3408820,Livingston Township,34,NJ,456,228,0.161,-0.158,0.018,0.020,0.470,-0.484,0.050,0.064,2.293,1.177,3.432,2.255,156818.047,44552.355,81350.445,0.564,0.026,0.039,0.236,0.699,1
3408850,Lodi,34,NJ,253,126,0.061,-0.181,0.018,0.022,0.183,-0.547,0.053,0.068,0.065,-0.453,0.633,1.086,59762.184,28695.320,41592.816,0.480,0.108,0.471,0.078,0.343,0
3408880,Logan Township,34,NJ,93,46,0.077,-0.205,0.023,0.027,0.229,-0.629,0.067,0.086,1.257,0.490,2.169,1.679,96130.109,40181.781,59166.250,0.598,0.136,0.063,0.026,0.775,0
3408910,Long Beach Island,34,NJ,43,22,0.042,-0.235,0.041,0.047,0.120,-0.726,0.120,0.148,0.582,-0.263,1.521,1.784,106249.750,26015.424,50147.996,0.407,0.024,0.112,0.000,0.864,0
3408940,Long Branch,34,NJ,337,168,-0.034,-0.257,0.019,0.022,-0.099,-0.789,0.055,0.070,-0.277,-0.702,0.075,0.777,48249.352,21517.729,28727.178,0.326,0.248,0.462,0.017,0.273,0
3409000,Lopatcong Township,34,NJ,100,50,0.066,-0.220,0.023,0.026,0.190,-0.675,0.065,0.083,1.140,0.667,1.674,1.007,86718.281,39014.348,55711.465,0.466,0.076,0.079,0.061,0.784,0
3409120,Pennsville Township,34,NJ,153,76,-0.001,-0.254,0.020,0.024,-0.003,-0.779,0.058,0.075,-0.210,-0.570,0.182,0.752,75480.750,31625.549,46910.613,0.543,0.013,0.035,0.021,0.931,0
3409150,Lower Township,34,NJ,248,124,0.040,-0.211,0.019,0.022,0.111,-0.646,0.054,0.070,-0.382,-0.883,0.113,0.996,67894.211,23632.066,36844.551,0.464,0.046,0.074,0.016,0.864,0
3409180,Lumberton Township,34,NJ,186,93,0.119,-0.150,0.020,0.023,0.343,-0.456,0.057,0.073,1.297,0.685,1.919,1.235,124912.789,42600.055,53196.730,0.377,0.228,0.064,0.046,0.662,0
3409210,Lyndhurst Township,34,NJ,181,91,0.032,-0.240,0.020,0.023,0.087,-0.735,0.057,0.073,0.861,0.652,1.158,0.506,78571.289,40110.063,51614.484,0.532,0.022,0.261,0.043,0.675,0
3409240,Madison,34,NJ,177,89,0.104,-0.197,0.021,0.025,0.304,-0.605,0.060,0.077,2.006,1.226,2.822,1.596,150409.828,31681.209,67714.016,0.603,0.027,0.084,0.086,0.803,0
3409270,Old Bridge Township,34,NJ,727,364,0.065,-0.222,0.016,0.019,0.185,-0.680,0.046,0.059,1.124,0.372,1.871,1.499,99202.461,35508.484,56190.680,0.517,0.082,0.118,0.172,0.628,1
3409300,Magnolia Borough,34,NJ,52,26,0.035,-0.220,0.032,0.037,0.105,-0.678,0.091,0.116,0.575,0.202,0.966,0.763,87499.500,27876.410,38522.023,0.322,0.238,0.105,0.021,0.636,0
3409330,Mahwah Township,34,NJ,265,132,0.110,-0.186,0.019,0.023,0.322,-0.573,0.055,0.070,1.681,0.884,2.590,1.706,111785.242,39752.898,62704.711,0.605,0.027,0.061,0.122,0.790,0
3409390,Manalapan-Englishtown Reg,34,NJ,625,312,0.103,-0.185,0.016,0.019,0.298,-0.565,0.047,0.060,1.311,0.377,2.296,1.919,115533.359,31998.619,69188.281,0.654,0.020,0.054,0.085,0.842,1
3409420,Manasquan,34,NJ,79,39,0.136,-0.145,0.024,0.028,0.392,-0.443,0.069,0.088,1.075,0.465,1.731,1.266,137499.500,37897.145,55420.520,0.339,0.007,0.056,0.018,0.919,0
3409450,Manchester Township,34,NJ,229,114,0.051,-0.178,0.019,0.022,0.153,-0.544,0.054,0.070,-0.533,-1.011,-0.018,0.993,77795.945,24993.135,36568.082,0.408,0.118,0.130,0.040,0.711,0
3409510,Mansfield Township,34,NJ,187,93,0.102,-0.162,0.021,0.024,0.306,-0.489,0.059,0.076,0.952,0.320,1.605,1.285,120680.992,37119.141,53833.977,0.425,0.129,0.072,0.138,0.661,0
3409540,Mansfield Township,34,NJ,97,48,0.090,-0.191,0.026,0.031,0.265,-0.586,0.076,0.095,0.693,-0.269,1.667,1.937,106249.750,31673.486,51658.547,0.769,0.052,0.144,0.044,0.760,0
3409600,Mantua Township,34,NJ,207,103,0.110,-0.167,0.022,0.026,0.317,-0.516,0.065,0.081,0.871,0.295,1.505,1.210,96590.039,34320.258,54905.035,0.590,0.033,0.025,0.016,0.926,0
3409630,Manville Borough,34,NJ,98,49,0.011,-0.246,0.023,0.027,0.029,-0.756,0.066,0.084,0.119,-0.226,0.365,0.591,54479.555,26527.471,40049.398,0.411,0.045,0.355,0.019,0.581,0
3409660,Maple Shade Township,34,NJ,158,79,0.036,-0.197,0.020,0.024,0.093,-0.600,0.058,0.074,0.287,-0.146,0.737,0.884,64708.988,31198.465,40029.133,0.314,0.111,0.137,0.045,0.707,0
3409690,Margate City,34,NJ,58,29,0.070,-0.224,0.026,0.030,0.207,-0.693,0.074,0.095,0.612,0.110,1.333,1.223,71499.234,29794.125,53537.027,0.526,0.007,0.053,0.009,0.931,0
3409720,Marlboro Township,34,NJ,694,347,0.100,-0.218,0.016,0.019,0.297,-0.669,0.047,0.060,2.028,0.760,3.359,2.598,149430.844,37690.820,90671.750,0.811,0.018,0.032,0.220,0.731,1
3409750,Matawan-Aberdeen Regional,34,NJ,286,143,0.036,-0.218,0.019,0.022,0.114,-0.672,0.054,0.070,0.934,0.126,1.789,1.663,92951.406,35234.816,55203.230,0.467,0.149,0.122,0.063,0.666,0
3409780,Maurice River Township,34,NJ,46,23,0.006,-0.226,0.035,0.041,0.014,-0.697,0.102,0.130,-2.022,-0.903,-2.454,-1.551,,19986.984,36654.078,0.291,0.036,0.085,0.003,0.875,0
3409810,Maywood,34,NJ,100,50,0.074,-0.214,0.022,0.026,0.223,-0.653,0.064,0.082,1.198,0.681,1.930,1.249,101428.516,40334.383,53416.871,0.397,0.082,0.240,0.113,0.565,0
3409840,Medford Lakes Borough,34,NJ,61,30,0.093,-0.208,0.028,0.033,0.264,-0.643,0.080,0.102,1.474,0.704,2.293,1.589,97057.938,50178.535,61421.379,0.240,0.006,0.018,0.018,0.959,0
3409870,Medford Township,34,NJ,351,175,0.124,-0.162,0.018,0.021,0.362,-0.500,0.051,0.065,1.862,0.900,2.768,1.867,132618.734,36620.770,68735.523,0.638,0.016,0.028,0.029,0.927,0
3409900,Mendham Borough,34,NJ,76,38,0.117,-0.190,0.025,0.029,0.349,-0.587,0.071,0.091,1.777,0.855,2.890,2.035,175666.156,28427.883,82860.508,0.587,0.000,0.023,0.039,0.939,0
3409930,Mendham Township,34,NJ,102,51,0.179,-0.142,0.024,0.028,0.521,-0.434,0.069,0.088,2.464,0.972,3.961,2.989,206363.625,49229.926,120298.508,0.903,0.009,0.040,0.060,0.891,0
3409960,Merchantville,34,NJ,44,22,0.055,-0.208,0.039,0.046,0.158,-0.641,0.115,0.144,0.592,-0.343,1.503,1.846,56427.930,30030.115,44386.879,0.614,0.215,0.180,0.030,0.575,0
3409990,Metuchen,34,NJ,168,84,0.047,-0.262,0.021,0.025,0.131,-0.806,0.060,0.077,2.150,1.302,3.091,1.789,128749.852,44846.750,68531.117,0.507,0.052,0.089,0.196,0.663,0
3410020,Middle Township,34,NJ,191,96,0.035,-0.208,0.020,0.023,0.107,-0.644,0.057,0.074,-0.154,-0.456,0.107,0.563,76388.836,27989.459,37841.637,0.351,0.198,0.068,0.028,0.706,0
3410050,Middlesex Borough,34,NJ,159,80,0.014,-0.257,0.020,0.024,0.031,-0.785,0.058,0.075,1.052,0.256,1.808,1.552,89452.547,35741.609,48161.387,0.426,0.073,0.237,0.054,0.636,0
3410110,Middletown Township,34,NJ,786,393,0.066,-0.211,0.016,0.019,0.189,-0.644,0.046,0.059,1.096,0.235,1.975,1.740,113107.883,35239.277,59795.805,0.532,0.019,0.047,0.023,0.911,1
3410140,Midland Park Borough,34,NJ,88,44,0.060,-0.251,0.023,0.028,0.181,-0.773,0.067,0.086,1.331,0.339,2.489,2.150,97141.977,36067.203,58091.297,0.541,0.009,0.073,0.040,0.878,0
3410200,Millburn Township,34,NJ,378,189,0.190,-0.126,0.018,0.022,0.553,-0.386,0.052,0.067,2.641,1.434,3.910,2.476,204699.250,51982.023,112240.258,0.784,0.015,0.028,0.214,0.743,0
3410230,Millstone Township,34,NJ,178,89,0.087,-0.223,0.020,0.024,0.248,-0.684,0.058,0.074,1.822,0.648,2.871,2.224,125431.016,33726.246,85623.516,0.670,0.028,0.047,0.043,0.882,0
